ID,original_length,rate_sim_1,dist_sim_1,rate_fbqs_1,dist_fbqs_1,rate_sim_2,dist_sim_2,rate_fbqs_2,dist_fbqs_2,rate_sim_5,dist_sim_5,rate_fbqs_5,dist_fbqs_5,rate_sim_10,dist_sim_10,rate_fbqs_10,dist_fbqs_10,rate_sim_20,dist_sim_20,rate_fbqs_20,dist_fbqs_20,rate_sim_40,dist_sim_40,rate_fbqs_40,dist_fbqs_40,rate_sim_60,dist_sim_60,rate_fbqs_60,dist_fbqs_60,rate_sim_80,dist_sim_80,rate_fbqs_80,dist_fbqs_80,rate_sim_100,dist_sim_100,rate_fbqs_100,dist_fbqs_100,rate_sim_1000,dist_sim_1000,rate_fbqs_1000,dist_fbqs_1000,rate_sim_10000,dist_sim_10000,rate_fbqs_10000,dist_fbqs_10000
1,588,0.4608843537414966,0.0,0.24319727891156462,3382.915357331579,0.4608843537414966,0.0,0.24829931972789115,3012.972821043304,0.45068027210884354,1.734723475976807e-16,0.23809523809523808,2278.893754807318,0.43537414965986393,1.734723475976807e-16,0.23299319727891157,2280.359982342952,0.41156462585034015,1.939479807224432e-16,0.21258503401360543,2280.359982342952,0.3673469387755102,4.842031391398567,0.1836734693877551,6940.778011903627,0.3435374149659864,4.842031391398567,0.15136054421768708,6940.778011903627,0.35374149659863946,4.842031391398567,0.1326530612244898,3373.8560453009686,0.34183673469387754,100.98099228683469,0.12244897959183673,3382.915357331579,0.195578231292517,636.3895994014192,0.10034013605442177,6928.982997159203,0.22789115646258504,1315.9518069107125,0.02891156462585034,13144.353444436734
2,1674,0.8715651135005974,5.58359207123834,0.44683393070489846,1587.9825203318705,0.8637992831541219,69.10945721312135,0.44683393070489846,1587.9825203318705,0.8548387096774194,88.81193345244074,0.44623655913978494,1587.9825203318705,0.8387096774193549,82.7000898246026,0.44683393070489846,1587.9825203318705,0.8136200716845878,96.46673708832614,0.44683393070489846,1587.9825203318705,0.7825567502986858,105.23561178431584,0.4444444444444444,1587.9825203318705,0.7538829151732378,149.42576690252815,0.4432497013142174,1995.4210799915488,0.7335722819593787,201.5276080723246,0.44563918757467147,1995.4210799915488,0.7078853046594982,201.26250478535115,0.44384707287933095,1995.4210799915488,0.41397849462365593,1924.2569241370961,0.35185185185185186,1995.8101659701051,0.7795698924731183,1680.1725326858775,0.05913978494623656,7944.273488287601
3,1371,0.4777534646243618,1.2739375526704677e-16,0.24361779722830051,3491.8144761847084,0.47702407002188185,67.89842950551076,0.24215900802334062,3492.8879021489597,0.4697301239970824,100.57373046875,0.24361779722830051,3557.106232763943,0.4697301239970824,67.89842950551076,0.24507658643326038,3557.106232763943,0.462436177972283,100.90364149456778,0.24361779722830051,3557.106232763943,0.45441283734500365,127.7239564535974,0.24434719183078046,3556.0328067996916,0.44566010211524437,138.81192388926428,0.24288840262582057,3556.0328067996916,0.43690736688548504,185.87458384286901,0.24215900802334062,3557.106232763943,0.4310722100656455,185.87458384286901,0.23924142961342085,11490.590151605951,0.2618526622902991,1560.5521711514905,0.21079504011670314,3829.833085553696,0.4412837345003647,3837.6399580449415,0.046681254558716266,11350.24567940574
4,672,0.19791666666666666,0.0,0.10119047619047619,5627.258298832021,0.19642857142857142,50.17755247879284,0.10119047619047619,4841.689454521351,0.19196428571428573,66.30318188511092,0.10416666666666667,5625.5309655830115,0.19345238095238096,50.17755247879284,0.09821428571428571,5625.5309655830115,0.18601190476190477,100.64720869120796,0.08928571428571429,4841.689454521351,0.17708333333333334,100.93865959063265,0.09226190476190477,4841.689454521351,0.16666666666666666,142.3397905563419,0.09226190476190477,4841.689454521351,0.16964285714285715,160.9511846109574,0.08928571428571429,4841.689454521351,0.17559523809523808,160.8603950047916,0.08928571428571429,4841.689454521351,0.125,1096.382940754862,0.07886904761904762,4856.202911835753,0.12053571428571429,7646.700929910277,0.028273809523809524,10623.199421056106
5,798,0.39223057644110276,0.0,0.20676691729323307,3426.3928152085236,0.38972431077694236,1.734723475976807e-16,0.20426065162907267,4508.866508522089,0.39097744360902253,1.734723475976807e-16,0.19674185463659147,5248.46711828365,0.39097744360902253,8.367134089034039,0.20175438596491227,5242.725462304133,0.39223057644110276,0.0,0.20300751879699247,5242.725462304133,0.38345864661654133,98.14943796089923,0.19799498746867167,4568.842476257245,0.36967418546365916,127.74329933422092,0.19799498746867167,5248.46711828365,0.36716791979949875,127.60453552184146,0.19674185463659147,5242.725462304133,0.36716791979949875,112.68709202275085,0.19674185463659147,5242.725462304133,0.2556390977443609,1867.8646005167088,0.18295739348370926,5248.46711828365,0.2869674185463659,9736.071382292686,0.06390977443609022,9654.826752349072
6,792,0.6199494949494949,1.734723475976807e-16,0.32575757575757575,310113.62520877447,0.6161616161616161,1.2739375526704677e-16,0.3207070707070707,310113.62520877447,0.6085858585858586,2.0065064544043546e-16,0.3181818181818182,5995.14019367099,0.5959595959595959,100.98099228683469,0.3181818181818182,5985.989822581299,0.577020202020202,100.56165328484097,0.30176767676767674,310113.62520877447,0.5391414141414141,100.56165328484097,0.2840909090909091,310113.62520877447,0.5707070707070707,90.51292171464803,0.2803030303030303,310113.62520877447,0.571969696969697,90.51292171464803,0.27904040404040403,310113.62520877447,0.5580808080808081,129.34698725377177,0.2777777777777778,5985.989822581299,0.34974747474747475,1215.1262341662245,0.2474747474747475,310113.62520877447,0.3977272727272727,13195.846966341844,0.08585858585858586,310205.2833322092
7,454,0.7224669603524229,0.0,0.3590308370044053,4042.0168231374264,0.7224669603524229,0.0,0.3590308370044053,4042.0168231374264,0.7180616740088106,372.7850121383051,0.3590308370044053,4042.0168231374264,0.7136563876651982,371.1595131236817,0.3590308370044053,4042.0168231374264,0.7092511013215859,371.1595131236817,0.3590308370044053,4042.0168231374264,0.7004405286343612,371.1595131236817,0.3590308370044053,4042.0168231374264,0.6960352422907489,371.1595131236817,0.3590308370044053,4042.0168231374264,0.6872246696035242,371.1668107374219,0.3590308370044053,4042.0168231374264,0.6806167400881057,371.1668107374219,0.3590308370044053,4042.0168231374264,0.4647577092511013,1589.6804151203646,0.34140969162995594,13782.466694363247,0.6762114537444934,13027.368461168888,0.1211453744493392,12996.544228502586
8,5,0.2,-1,0.2,-1,0.2,-1,0.0,-1,0.2,-1,0.0,-1,0.2,-1,0.0,-1,0.2,-1,0.0,-1,0.2,-1,0.0,-1,0.2,-1,0.0,-1,0.2,-1,0.0,-1,0.2,-1,0.0,-1,0.2,-1,0.0,-1,0.2,-1,0.0,-1
9,643,0.7978227060653188,1.951563910473908e-16,0.39968895800933124,6306.568925531853,0.7978227060653188,1.951563910473908e-16,0.39968895800933124,6306.568925531853,0.7978227060653188,1.951563910473908e-16,0.39968895800933124,6306.568925531853,0.7947122861586314,1.6534083130403943e-16,0.39968895800933124,6306.568925531853,0.7853810264385692,71.87892950324382,0.39968895800933124,6306.568925531853,0.776049766718507,104.09797929008099,0.39968895800933124,6306.568925531853,0.7682737169517885,138.40587718379828,0.39968895800933124,6306.568925531853,0.7558320373250389,138.40587718379828,0.39968895800933124,6306.568925531853,0.749611197511664,201.2939453125,0.39968895800933124,6306.568925531853,0.5116640746500778,1551.2291588078297,0.37169517884914466,6316.935336929808,0.6485225505443235,9427.015340511305,0.08553654743390357,13801.177442264569
10,5617,0.5958696813245504,97.8960720364547,0.39718711055723693,1811.8678238565285,0.581093110201175,97.57701080108795,0.39718711055723693,1811.8678238565285,0.5342709631475877,100.9768601882036,0.394694676873776,1811.8678238565285,0.4611002314402706,100.54944907569958,0.39327042905465553,1811.8678238565285,0.39896742033113763,100.63488077542473,0.3833006943208118,1811.8678238565285,0.3512551183906,142.65729944440565,0.36229303898878407,1811.8678238565285,0.3288232152394517,187.88719584491352,0.35018693252625954,1811.8678238565285,0.3133345202065159,225.33510156207709,0.3416414456115364,1811.8678238565285,0.3056791881787431,225.33460002088415,0.33202777283247287,1811.8678238565285,0.2967776393092398,1816.5007726255276,0.12978458251735803,17378.592987448992,0.5875022253872174,1212.6756269834877,0.009613672779063557,5348.181833573387
11,703,0.813655761024182,503.73315453107875,0.42532005689900426,2732.911559012618,0.802275960170697,503.73315453107875,0.42532005689900426,2732.911559012618,0.7823613086770982,501.9736840296996,0.4238975817923186,2732.911559012618,0.7667140825035562,502.951437282514,0.4238975817923186,2732.911559012618,0.7539118065433855,100.9768601882036,0.4167852062588905,2732.911559012618,0.7211948790896159,86.33799726935942,0.41251778093883357,2121.0749808642504,0.6799431009957326,502.951437282514,0.4096728307254623,2121.0749808642504,0.6543385490753911,502.4849273070421,0.4096728307254623,2120.5249657213485,0.6287339971550497,502.4849273070421,0.41251778093883357,1710.133586015074,0.41963015647226176,1738.1829754889882,0.34281650071123754,2314.224141839864,0.7709815078236131,9524.76659178389,0.03556187766714083,14489.559237156956
12,814,0.6977886977886978,24.748269181161984,0.35872235872235875,7737.174371011057,0.6928746928746928,100.5471950984245,0.35872235872235875,7737.174371011057,0.6805896805896806,100.50063358246094,0.35995085995085996,7737.174371011057,0.6683046683046683,100.50063358246094,0.36363636363636365,7737.174371011057,0.6388206388206388,100.50063358246094,0.36363636363636365,7737.174371011057,0.6081081081081081,100.66095291401183,0.36240786240786244,7737.174371011057,0.5761670761670762,148.06262653715743,0.35872235872235875,7737.174371011057,0.5601965601965602,171.01051533733494,0.3538083538083538,7737.174371011057,0.5528255528255528,224.24004987345091,0.35135135135135137,7737.174371011057,0.36363636363636365,1800.9787670991013,0.28501228501228504,6180.521232962299,0.6547911547911548,1309.725109657321,0.06511056511056511,2122858.302238228
13,368,0.8695652173913043,2073.041113286001,0.4483695652173913,10901.263125733865,0.8722826086956522,1.463672932855431e-16,0.4483695652173913,10901.263125733865,0.8695652173913043,31.3230793769988,0.45652173913043476,3463.73410730814,0.8641304347826086,14.512141435866626,0.4483695652173913,3791.4204979246997,0.8614130434782609,14.512141435866626,0.453804347826087,2834.757981500916,0.842391304347826,54.72824147106351,0.44565217391304346,2834.757981500916,0.8260869565217391,98.71645783422821,0.4429347826086957,4229.223365027722,0.8206521739130435,98.71645783422821,0.44565217391304346,3791.4204979246997,0.8152173913043478,130.44132673426387,0.4429347826086957,3791.4204979246997,0.5407608695652174,2077.818345969472,0.36141304347826086,10869.820046586978,0.6711956521739131,7833.558411818585,0.07065217391304347,11655.442508431952
