ID,original_length,rate_sim_1,dist_sim_1,rate_fbqs_1,dist_fbqs_1,rate_OPW_1,dist_OPW_1,rate_sim_2,dist_sim_2,rate_fbqs_2,dist_fbqs_2,rate_OPW_2,dist_OPW_2,rate_sim_5,dist_sim_5,rate_fbqs_5,dist_fbqs_5,rate_OPW_5,dist_OPW_5,rate_sim_10,dist_sim_10,rate_fbqs_10,dist_fbqs_10,rate_OPW_10,dist_OPW_10,rate_sim_20,dist_sim_20,rate_fbqs_20,dist_fbqs_20,rate_OPW_20,dist_OPW_20,rate_sim_40,dist_sim_40,rate_fbqs_40,dist_fbqs_40,rate_OPW_40,dist_OPW_40,rate_sim_60,dist_sim_60,rate_fbqs_60,dist_fbqs_60,rate_OPW_60,dist_OPW_60,rate_sim_80,dist_sim_80,rate_fbqs_80,dist_fbqs_80,rate_OPW_80,dist_OPW_80,rate_sim_100,dist_sim_100,rate_fbqs_100,dist_fbqs_100,rate_OPW_100,dist_OPW_100,rate_sim_1000,dist_sim_1000,rate_fbqs_1000,dist_fbqs_1000,rate_OPW_1000,dist_OPW_1000,rate_sim_10000,dist_sim_10000,rate_fbqs_10000,dist_fbqs_10000,rate_OPW_10000,dist_OPW_10000
4,672,0.5074404761904762,1.2895781100095274,0.4523809523809524,0.9981463632502716,0.49404761904761907,2.288635407957353,0.4538690476190476,3.2507382486369645,0.31845238095238093,2.010420804680086,0.37351190476190477,10.062882836853621,0.5357142857142857,5.054412154672599,0.23660714285714285,4.953903628421269,0.25892857142857145,10.065583112939407,0.5059523809523809,10.857045427486453,0.2113095238095238,9.29612412678518,0.22023809523809523,13.546500992624733,0.49702380952380953,24.776260269597174,0.18601190476190477,19.96328785724142,0.18452380952380953,25.734625598771068,0.41517857142857145,35.52794570407053,0.17410714285714285,36.887812798330934,0.17410714285714285,33.97886889013332,0.4226190476190476,54.98172863067619,0.16517857142857142,35.71327079259934,0.17113095238095238,58.29135127513759,0.4523809523809524,66.96224069795653,0.16071428571428573,69.04000849629895,0.16517857142857142,67.32916438480692,0.49255952380952384,99.60244610701304,0.15773809523809523,99.61446106098775,0.16517857142857142,67.32916438480692,0.3273809523809524,1001.6533600673695,0.10119047619047619,937.3295469144427,0.1130952380952381,2173.546178109359,0.3586309523809524,9968.708487601461,0.025297619047619048,8966.024423676423,0.03125,7194.768206346014
5,798,0.5989974937343359,1.2610930823627706,0.5538847117794486,0.9985612954160122,0.5764411027568922,2.293094561862999,0.5601503759398496,2.6354484291557156,0.4824561403508772,2.0185809968197255,0.5037593984962406,7.408925663809975,0.5864661654135338,5.304888308004578,0.4273182957393484,5.002851871059452,0.43609022556390975,11.039221412200918,0.5601503759398496,13.52595168743548,0.40350877192982454,9.642337294670487,0.41604010025062654,31.023217112349933,0.5789473684210527,21.486192682240212,0.38972431077694236,18.45593217207739,0.39348370927318294,31.18766137304118,0.550125313283208,37.14873534447068,0.36967418546365916,37.10671941723642,0.38471177944862156,31.122903321533627,0.5664160401002506,60.08249447543233,0.3634085213032581,43.501920998721204,0.37719298245614036,147.21520597641384,0.5388471177944862,78.29478790525752,0.3609022556390977,73.81666032633268,0.37343358395989973,1138.3244423713306,0.5338345864661654,100.26567050301921,0.35714285714285715,93.00393839723533,0.36967418546365916,1138.3244423713306,0.42857142857142855,1006.7908463933218,0.24060150375939848,976.2363142658139,0.2907268170426065,4697.247910359483,0.4473684210526316,12666.115709627082,0.04887218045112782,9829.402127797432,0.06892230576441102,10578.989530685696
6,792,0.7575757575757576,1.003941152798605,0.7487373737373737,1.0057682770469139,0.7651515151515151,0.9087897786108007,0.7436868686868687,1.8013313290678177,0.7297979797979798,2.0131335167008273,0.7487373737373737,6.206833971921501,0.7285353535353535,5.144036029624912,0.696969696969697,5.021990964844219,0.7184343434343434,11.895003320885941,0.6919191919191919,14.056669300963925,0.6376262626262627,9.561618695776788,0.6578282828282829,31.386501631626153,0.696969696969697,23.110950317874167,0.5808080808080808,19.64557171364399,0.5972222222222222,362.46759368680557,0.6376262626262627,40.078136743938636,0.5265151515151515,39.068302770650604,0.5441919191919192,362.46759368680557,0.7045454545454546,60.159690167248655,0.49873737373737376,58.36150700538761,0.5353535353535354,363.0798551895223,0.7095959595959596,80.32278396429689,0.4861111111111111,80.52311334936684,0.523989898989899,938.5485178141386,0.7007575757575758,109.83790783543246,0.4823232323232323,99.45357621721686,0.5176767676767676,938.5485178141386,0.4936868686868687,1006.1492919280179,0.2916666666666667,992.1293699337489,0.3648989898989899,3505.192712426053,0.5,9122.241057267538,0.06691919191919192,9827.630060494193,0.08838383838383838,25642.12374159489
7,454,0.7224669603524229,0.0,0.7224669603524229,0.0,0.7224669603524229,0.0,0.7224669603524229,0.0,0.7224669603524229,0.0,0.7224669603524229,0.0,0.7224669603524229,0.0,0.7224669603524229,0.0,0.7224669603524229,0.0,0.7202643171806168,6.290386618291551,0.7180616740088106,9.152382024352772,0.7224669603524229,0.0,0.7158590308370044,12.267859594358072,0.7048458149779736,15.69416313681607,0.7224669603524229,0.0,0.711453744493392,26.98001183620272,0.6960352422907489,40.12495786861828,0.7224669603524229,0.0,0.7026431718061674,49.191683966758475,0.6850220264317181,49.301735403275316,0.7180616740088106,49.07449911282613,0.6938325991189427,103.04742305649597,0.6762114537444934,79.51842027068969,0.7136563876651982,80.9746155242857,0.6916299559471366,93.3915586665195,0.6674008810572687,99.37819891896368,0.711453744493392,80.9746155242857,0.5330396475770925,1200.2207395180978,0.42731277533039647,971.223319310916,0.5242290748898678,4588.590221796792,0.6651982378854625,10033.234102397651,0.07709251101321586,9948.176446141984,0.09911894273127753,13779.936364198944
8,5,0.8,0.979592995431212,0.8,0.979592995431212,0.8,1.1199999999989814,1.0,0.0,0.8,0.979592995431212,0.8,0.979592995431212,1.0,0.0,0.6,2.2922478051026065,0.6,2.2922478051026065,1.0,0.0,0.4,6.511515879401699,0.4,6.511515879401699,1.0,0.0,0.4,6.511515879401699,0.4,6.511515879401699,1.0,0.0,0.4,6.511515879401699,0.4,6.511515879401699,1.0,0.0,0.4,6.511515879401699,0.4,6.511515879401699,1.0,0.0,0.4,6.511515879401699,0.4,6.511515879401699,1.0,0.0,0.4,6.511515879401699,0.4,6.511515879401699,1.0,0.0,0.4,6.511515879401699,0.4,6.511515879401699,1.0,0.0,0.4,6.511515879401699,0.4,6.511515879401699
9,643,0.7993779160186625,0.06709750105427428,0.7993779160186625,0.06709750105427428,0.8009331259720062,0.0,0.7993779160186625,0.06709750105427428,0.7993779160186625,0.06709750105427428,0.8009331259720062,0.0,0.7993779160186625,0.06709750105427428,0.7978227060653188,4.6109758990173395,0.8009331259720062,0.0,0.7993779160186625,7.668431394469735,0.7947122861586314,7.668431394469735,0.8009331259720062,0.0,0.7931570762052877,19.727259464269643,0.7853810264385692,19.727259464269643,0.7993779160186625,7.668431394469735,0.7807153965785381,38.662923019905364,0.7682737169517885,39.489019116490326,0.7947122861586314,20.90990010596672,0.7791601866251944,59.40268031805161,0.7573872472783826,59.40268031805161,0.7884914463452566,56.08750494424976,0.7698289269051322,78.12044860677524,0.7402799377916018,79.91113394895939,0.7900466562986003,67.5463829239352,0.7589424572317263,100.68581343529904,0.7325038880248833,99.86228741925304,0.7869362363919129,922.9984354241049,0.5894245723172629,1001.1484250458329,0.4618973561430793,994.9779364499108,0.567651632970451,5096.069892267929,0.713841368584759,12038.332795475297,0.06687402799377916,9866.102533836014,0.09642301710730948,11933.929894033914
10,5617,0.8892647320633791,1.5934953296310606,0.8646964571835499,1.005807122829759,0.9074238917571658,107.62137255480073,0.8540145985401459,2.6847294374783264,0.8128894427630408,2.0110546214090728,0.8807192451486558,107.64901125369403,0.7689157913476945,9.011096013868023,0.6893359444543351,5.026550294698335,0.7940181591596938,107.6689127370841,0.6622752358910451,14.843744258879047,0.5399679544240698,10.060047571197533,0.6720669396474986,298.3557191582719,0.556702866298736,23.020384036657873,0.38472494213993236,20.129621220248545,0.5307103435997864,297.92056762759523,0.500089015488695,46.10554903935802,0.28556168773366564,40.276885202340736,0.42798646964571835,1585.025627743441,0.49065337368702155,81.45196863671435,0.24870927541392202,60.41417690624991,0.37831582695389,1580.1339587478587,0.4716040591062845,119.49763414692131,0.22396296955670286,79.58530412176319,0.3468043439558483,298.738163327033,0.4618123553498309,118.56726127213113,0.20847427452376713,99.91209240791632,0.3202777283247285,1578.690941722997,0.5469111625422823,1400.5885054956693,0.05696991276482108,999.5009421420257,0.07495104148121773,2597.9713896584035,0.8949617233398611,8345.632686644727,0.005875022253872174,9872.49415831094,0.007833363005162899,9739.803387491862
11,703,0.8662873399715505,0.6126090974356152,0.8563300142247511,0.9930610454717983,0.8705547652916074,0.7713252267716997,0.8520625889046942,2.001614515345316,0.8392603129445235,2.0028082248373016,0.8577524893314367,10.938542182707316,0.8378378378378378,4.887222720062029,0.8093883357041252,5.0216380571436305,0.8378378378378378,10.938123373488533,0.8193456614509246,9.060543966878551,0.7823613086770982,9.707755363265548,0.8250355618776671,202.0184383363689,0.7965860597439545,20.010982517002294,0.7425320056899004,20.02318846570745,0.8079658605974396,470.9759355837996,0.7624466571834992,39.1515915772471,0.6799431009957326,39.52832521588241,0.7724039829302988,926.7447969179836,0.7453769559032717,60.59290076048586,0.65149359886202,60.34670362162048,0.7453769559032717,924.0286389678845,0.7183499288762447,80.50871761161704,0.6287339971550497,80.06036192978333,0.7197724039829303,924.9541675279288,0.7069701280227596,162.22714920905236,0.6002844950213371,99.73895766731252,0.7098150782361309,471.8645870636767,0.519203413940256,1855.5758134517487,0.27880512091038406,999.0024986770909,0.3655761024182077,1886.9325690776427,0.8236130867709816,10025.692520282333,0.029871977240398292,9735.63666045235,0.04551920341394026,14391.899408444395
12,814,0.742014742014742,0.6490867696635789,0.7334152334152334,0.95000151113966,0.7493857493857494,1.0017999011285763,0.7297297297297297,2.0144993585738744,0.7174447174447175,2.0130008835317277,0.7407862407862408,2.012146207685252,0.7223587223587223,4.928477159619623,0.6965601965601965,5.0180665237254845,0.7272727272727273,49.971998940776686,0.7039312039312039,10.017217293999778,0.6633906633906634,9.959801795609202,0.7125307125307125,123.03903548178158,0.6842751842751843,20.43091769526295,0.6302211302211302,19.843450460618342,0.6977886977886978,123.03903548178158,0.64004914004914,40.14472134751942,0.5872235872235873,40.14472134751942,0.6732186732186732,123.03903548178158,0.6228501228501229,59.6218873167298,0.558968058968059,57.02915253053733,0.6597051597051597,507.0826658978518,0.6240786240786241,80.12738671737301,0.5491400491400491,79.45672853578972,0.6437346437346437,506.5120938740175,0.6031941031941032,101.13896415864315,0.5196560196560197,99.13395172561789,0.6240786240786241,506.5120938740175,0.414004914004914,1294.1788235329013,0.2702702702702703,997.5295175289848,0.3501228501228501,3681.0259496160447,0.7027027027027027,9533.650694903972,0.042997542997543,10015.825233068703,0.05036855036855037,14802.446819211644
13,368,0.9184782608695652,0.31927551228900997,0.9130434782608695,0.9912141905085909,0.9211956521739131,0.0,0.9103260869565217,1.6715469751750067,0.8994565217391305,1.8359196373471518,0.9184782608695652,1.0126686271819527,0.904891304347826,5.462600113498626,0.8804347826086957,5.012127065266907,0.8994565217391305,6.937165274072333,0.8885869565217391,8.977856469087873,0.8722826086956522,8.977856469087873,0.8940217391304348,6.937165274072333,0.8777173913043478,17.981433436769866,0.8586956521739131,18.07135155268564,0.8831521739130435,16.971361178550296,0.8831521739130435,40.510620470291926,0.8396739130434783,37.28402398467071,0.875,48.31604288432545,0.8695652173913043,57.565884087512615,0.8206521739130435,57.565884087512615,0.8668478260869565,46.68606547721182,0.8559782608695652,69.35939596608875,0.7907608695652174,71.30139387975842,0.8559782608695652,64.10260999097645,0.8369565217391305,96.83912738280759,0.7880434782608695,96.96466624495491,0.8532608695652174,95.3497803133717,0.6603260869565217,1005.0318277232163,0.47282608695652173,973.5492343132556,0.5869565217391305,1792.5257958333448,0.8206521739130435,10261.407255691882,0.07608695652173914,9853.13731444554,0.11141304347826086,10664.07183833242
